"departamento_origen_etapa","departamento_destino_etapa","traslados","geom_origen","geom_destino","geom"
2013,2013,"31.4138665085195",NULL,NULL,NULL
2003,2014,"31.388159133443402",NULL,"0101000020E6100000698603338C324DC0F86B4621FB4A41C0",NULL
6805,6515,"29.640598189307617","0101000020E6100000E6EC3C0D6A4C4DC02B0854A4F53041C0","0101000020E6100000FA742950275B4DC09DB1D737603E41C0","0102000020E610000002000000E6EC3C0D6A4C4DC02B0854A4F53041C0FA742950275B4DC09DB1D737603E41C0"
6760,6805,"29.25933603322333","0101000020E6100000BF9BCB5C8C584DC0F4489D56AC4641C0","0101000020E6100000E6EC3C0D6A4C4DC02B0854A4F53041C0","0102000020E610000002000000BF9BCB5C8C584DC0F4489D56AC4641C0E6EC3C0D6A4C4DC02B0854A4F53041C0"
6805,6412,"29.228071944981323","0101000020E6100000E6EC3C0D6A4C4DC02B0854A4F53041C0","0101000020E61000006DF1CF8789634DC02E1D8967844141C0","0102000020E610000002000000E6EC3C0D6A4C4DC02B0854A4F53041C06DF1CF8789634DC02E1D8967844141C0"
2001,2002,"29.089307540266",NULL,NULL,NULL
6490,2011,"28.697874866413347","0101000020E610000010D951C248364DC0E1F93ACAA26041C0",NULL,NULL
6371,6371,"28.48614237409374","0101000020E6100000FF17FA653A484DC03830EF3AC14641C0","0101000020E6100000FF17FA653A484DC03830EF3AC14641C0","0102000020E610000002000000FF17FA653A484DC03830EF3AC14641C0FF17FA653A484DC03830EF3AC14641C0"
6126,6252,"28.08179915884983","0101000020E6100000817854BF04714DC0011FBBBAB61141C0","0101000020E6100000777D10FBB5624DC0E4917347122A41C0","0102000020E610000002000000817854BF04714DC0011FBBBAB61141C0777D10FBB5624DC0E4917347122A41C0"
2004,2001,"27.590597752666877",NULL,NULL,NULL
6412,6560,"26.76556683928906","0101000020E61000006DF1CF8789634DC02E1D8967844141C0","0101000020E61000001219B785CB674DC02626BBC92A4E41C0","0102000020E6100000020000006DF1CF8789634DC02E1D8967844141C01219B785CB674DC02626BBC92A4E41C0"
2015,6638,"25.944589181630075",NULL,"0101000020E6100000EC322B68A0734DC0660329705D3941C0",NULL
6266,6126,"25.238554188521217","0101000020E61000005299F70AF6934DC07E304FF5C62541C0","0101000020E6100000817854BF04714DC0011FBBBAB61141C0","0102000020E6100000020000005299F70AF6934DC07E304FF5C62541C0817854BF04714DC0011FBBBAB61141C0"
6427,6568,"24.408736565401263","0101000020E6100000CFA6C19A0E504DC018533FC49A6241C0","0101000020E61000006A3440A5564F4DC0A183F6151F5341C0","0102000020E610000002000000CFA6C19A0E504DC018533FC49A6241C06A3440A5564F4DC0A183F6151F5341C0"
2014,2003,"24.289770484340348","0101000020E6100000698603338C324DC0F86B4621FB4A41C0",NULL,NULL
6412,6252,"23.54937742594961","0101000020E61000006DF1CF8789634DC02E1D8967844141C0","0101000020E6100000777D10FBB5624DC0E4917347122A41C0","0102000020E6100000020000006DF1CF8789634DC02E1D8967844141C0777D10FBB5624DC0E4917347122A41C0"
6371,6861,"23.515537449725294","0101000020E6100000FF17FA653A484DC03830EF3AC14641C0","0101000020E61000008071990393404DC0D261B661654341C0","0102000020E610000002000000FF17FA653A484DC03830EF3AC14641C08071990393404DC0D261B661654341C0"
2011,2007,"23.328475277402486",NULL,"0101000020E6100000D70060B28D2F4DC0499B26F19F4D41C0",NULL
6427,6427,"22.587284078471235","0101000020E6100000CFA6C19A0E504DC018533FC49A6241C0","0101000020E6100000CFA6C19A0E504DC018533FC49A6241C0","0102000020E610000002000000CFA6C19A0E504DC018533FC49A6241C0CFA6C19A0E504DC018533FC49A6241C0"
6840,6371,"22.556312598835945","0101000020E6100000772153D8224A4DC05DADDF0E4A4C41C0","0101000020E6100000FF17FA653A484DC03830EF3AC14641C0","0102000020E610000002000000772153D8224A4DC05DADDF0E4A4C41C0FF17FA653A484DC03830EF3AC14641C0"
6840,6568,"22.380094469278834","0101000020E6100000772153D8224A4DC05DADDF0E4A4C41C0","0101000020E61000006A3440A5564F4DC0A183F6151F5341C0","0102000020E610000002000000772153D8224A4DC05DADDF0E4A4C41C06A3440A5564F4DC0A183F6151F5341C0"
2011,2011,"22.33500672424252",NULL,NULL,NULL
6568,6840,"21.893061487168335","0101000020E61000006A3440A5564F4DC0A183F6151F5341C0","0101000020E6100000772153D8224A4DC05DADDF0E4A4C41C0","0102000020E6100000020000006A3440A5564F4DC0A183F6151F5341C0772153D8224A4DC05DADDF0E4A4C41C0"
6560,6805,"21.58306841498813","0101000020E61000001219B785CB674DC02626BBC92A4E41C0","0101000020E6100000E6EC3C0D6A4C4DC02B0854A4F53041C0","0102000020E6100000020000001219B785CB674DC02626BBC92A4E41C0E6EC3C0D6A4C4DC02B0854A4F53041C0"
2001,2003,"20.90053359009548",NULL,NULL,NULL
6490,6490,"20.472264876720434","0101000020E610000010D951C248364DC0E1F93ACAA26041C0","0101000020E610000010D951C248364DC0E1F93ACAA26041C0","0102000020E61000000200000010D951C248364DC0E1F93ACAA26041C010D951C248364DC0E1F93ACAA26041C0"
6560,6539,"20.297194700125107","0101000020E61000001219B785CB674DC02626BBC92A4E41C0","0101000020E61000003482497EF85E4DC075D7C927025B41C0","0102000020E6100000020000001219B785CB674DC02626BBC92A4E41C03482497EF85E4DC075D7C927025B41C0"
2013,2014,"19.651371255781374",NULL,"0101000020E6100000698603338C324DC0F86B4621FB4A41C0",NULL
6371,6840,"18.909981321718472","0101000020E6100000FF17FA653A484DC03830EF3AC14641C0","0101000020E6100000772153D8224A4DC05DADDF0E4A4C41C0","0102000020E610000002000000FF17FA653A484DC03830EF3AC14641C0772153D8224A4DC05DADDF0E4A4C41C0"
2001,2004,"18.309519757968268",NULL,NULL,NULL
6728,6638,"18.02972764096858","0101000020E6100000FA627BC591BC4DC036CB5D95073841C0","0101000020E6100000EC322B68A0734DC0660329705D3941C0","0102000020E610000002000000FA627BC591BC4DC036CB5D95073841C0EC322B68A0734DC0660329705D3941C0"
2014,2001,"17.40364989095429","0101000020E6100000698603338C324DC0F86B4621FB4A41C0",NULL,NULL
6364,6560,"17.39104125276534","0101000020E610000001018EC3717E4DC0E694FB5F475341C0","0101000020E61000001219B785CB674DC02626BBC92A4E41C0","0102000020E61000000200000001018EC3717E4DC0E694FB5F475341C01219B785CB674DC02626BBC92A4E41C0"
2013,6861,"16.862885248794687",NULL,"0101000020E61000008071990393404DC0D261B661654341C0",NULL
